submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
05/14/2020,NJ,"142,843",,,"1,162",18,"9,946","9,946",0,244,0,02/19/2021 01:38:31 PM,Not agree,Agree
09/25/2020,MA,"137,213","127,317","9,896",454,0,"9,368","9,160",208,10,0,09/26/2020 01:46:07 PM,Agree,Agree
08/28/2020,MD,"107,294",,,630,0,"3,746","3,603",143,10,0,08/29/2020 01:42:50 PM,N/A,Agree
01/30/2021,CT,"250,023","234,814","15,209",0,0,"7,046","5,741","1,305",0,0,01/31/2021 02:48:12 PM,Agree,Agree
12/12/2020,MD,"234,647",,,"2,638",0,"5,117","4,954",163,17,0,12/13/2020 02:31:19 PM,N/A,Agree
02/04/2021,RI,"117,291",,,587,0,"2,209",,,11,0,02/05/2021 02:54:41 PM,Not agree,N/A
01/13/2021,DE,"67,173","64,194","2,979",727,65,994,889,105,3,0,01/14/2021 03:12:46 PM,Agree,Agree
01/23/2021,ME,"36,787","29,913","6,874",513,72,544,535,9,0,0,01/24/2021 02:36:49 PM,Agree,Agree
11/28/2020,AK,"30,204",,,650,0,120,,,2,0,11/29/2020 02:49:08 PM,N/A,N/A
10/19/2020,AS,0,,,0,0,0,,,0,0,10/20/2020 02:59:27 PM,,
11/23/2020,NJ,"335,416",,,"4,275",694,"16,772","14,960","1,812",11,0,02/19/2021 01:38:31 PM,Not agree,Agree
08/15/2020,TX,"528,838",,,"8,245",0,"9,840",,,238,0,08/16/2020 02:57:14 PM,Not agree,Not agree
08/10/2020,GA,"224,627","216,912","7,715","2,676",270,"4,229","4,229",0,30,0,08/11/2020 10:16:27 AM,Agree,Agree
01/22/2021,NV,"268,212",,,"1,869",0,"3,958",,,48,0,01/23/2021 02:50:13 PM,,
09/27/2020,VT,"1,742",,,3,0,58,,,0,0,09/28/2020 01:50:59 PM,Not agree,Not agree
08/12/2020,ND,"8,171","8,171",0,201,0,120,,,0,0,08/13/2020 02:12:28 PM,Agree,Not agree
11/11/2020,MS,"130,665","110,244","20,421","1,271",706,"3,514","3,118",396,17,7,11/12/2020 02:55:21 PM,Agree,Agree
08/03/2020,WA,"58,715",,,543,0,"1,600",,,4,0,08/04/2020 02:09:35 PM,N/A,N/A
09/21/2020,MT,"10,696","10,696",0,269,0,162,162,0,3,0,09/22/2020 01:51:57 PM,Agree,Agree
08/09/2020,AL,"101,334","97,735","3,599",981,0,"1,768","1,707",61,17,6,08/10/2020 02:23:35 PM,Agree,Agree
08/20/2020,AL,"112,449","107,483","4,966",971,272,"1,974","1,905",69,30,1,08/21/2020 02:27:34 PM,Agree,Agree
06/02/2020,DC,"8,886",,,29,0,470,,,2,0,06/03/2020 02:11:36 PM,,
10/10/2020,MD,"131,357",,,562,0,"3,999","3,854",145,4,0,10/11/2020 01:47:22 PM,N/A,Agree
08/29/2020,PW,0,,,0,0,0,,,0,0,08/30/2020 02:49:52 PM,,
09/16/2020,NE,"39,419",,,449,0,439,,,3,0,09/17/2020 01:45:45 PM,Not agree,Not agree
06/22/2020,MN,"33,469",,,242,0,"1,425","1,393",32,9,0,06/23/2020 02:28:19 PM,N/A,Agree
12/24/2020,AR,"211,145",,,"3,204",846,"3,406",,,30,23,12/25/2020 02:25:34 PM,Not agree,Not agree
08/09/2020,MA,"121,040","112,459","8,581",329,43,"8,735","8,514",221,14,0,08/10/2020 02:23:35 PM,Agree,Agree
07/14/2020,PW,0,,,0,0,0,,,0,0,07/15/2020 03:05:12 PM,,
04/04/2020,FL,"11,173",,,"1,248",,195,,,25,,04/03/2020 04:22:39 PM,Not agree,Not agree
10/27/2020,OK,"124,831","108,615","16,216","1,015",259,"1,280","1,247",33,22,2,10/28/2020 01:52:28 PM,Agree,Agree
01/29/2021,OK,"390,476","306,465","84,011","2,261",600,"3,516","3,165",351,33,7,01/30/2021 02:43:11 PM,Agree,Agree
05/06/2020,MS,"8,424","8,424",0,2,-21,374,374,0,0,0,05/07/2020 10:59:02 PM,Agree,Agree
05/20/2020,KY,"8,167","8,167",0,98,0,376,375,1,10,1,05/21/2020 03:41:38 PM,Agree,Agree
02/06/2020,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/24/2021,NY,"766,261",,,"6,960",0,"15,501",,,105,0,01/25/2021 02:42:40 PM,Not agree,Not agree
10/12/2020,IN,"136,555",,,"1,574",0,"3,795","3,568",227,6,0,10/13/2020 01:29:38 PM,Not agree,Agree
06/07/2020,PR,"4,985","1,364","3,621",70,66,142,63,79,0,0,06/08/2020 02:55:08 PM,Agree,Agree
03/27/2020,RMI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/19/2020,NM,35,,,7,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Not agree
07/20/2020,CT,"48,055","46,071","1,984",162,1,"4,406","3,525",881,10,4,07/21/2020 02:50:17 PM,Agree,Agree
03/14/2020,CA,311,,,47,,4,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
09/29/2020,OH,"152,907","144,265","8,642","1,105",121,"4,783","4,480",303,37,1,09/30/2020 02:17:41 PM,Agree,Agree
04/25/2020,HI,596,,,2,0,14,,,1,0,05/25/2020 11:38:40 AM,Not agree,Not agree
12/10/2020,AZ,"387,529","373,427","14,102","4,928",650,"7,154","6,610",544,73,14,12/11/2020 03:06:51 PM,Agree,Agree
11/26/2020,GU,"6,768",,,63,2,112,,,3,0,11/27/2020 03:07:59 PM,Not agree,Not agree
01/16/2021,OK,"359,807","283,920","75,887","3,210","1,035","2,996","2,749",247,34,5,01/17/2021 03:43:14 PM,Agree,Agree
05/03/2020,VI,66,,,0,0,4,,,0,0,05/04/2020 10:49:24 PM,,
02/01/2020,DE,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/02/2020,MO,"1,834",,,253,,19,,,1,,04/01/2020 04:22:39 PM,Not agree,Not agree
01/13/2021,PW,0,,,0,0,0,,,0,0,01/14/2021 03:12:46 PM,,
12/16/2020,OR,"97,622","95,902","1,720","1,530",0,"1,262","1,247",15,49,0,12/17/2020 02:33:42 PM,Agree,Agree
12/14/2020,AS,3,,,0,0,0,,,0,0,12/15/2020 02:39:02 PM,,
04/02/2020,NH,479,,,64,,5,,,1,,04/01/2020 04:22:39 PM,Not agree,Not agree
11/14/2020,WI,"323,604","306,311","17,293","5,581",435,"2,739","2,625",114,56,4,11/15/2020 03:12:13 PM,Agree,Agree
02/11/2020,MD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
07/20/2020,WI,"46,675","43,018","3,657",727,24,853,846,7,2,0,07/21/2020 02:50:17 PM,Agree,Agree
08/14/2020,AK,"4,073",,,110,0,27,,,0,0,08/15/2020 02:02:05 PM,N/A,N/A
05/20/2020,AK,402,,,3,0,10,,,0,0,05/21/2020 03:41:38 PM,N/A,N/A
05/15/2020,CO,"21,131","19,151","1,980",369,22,"1,150",944,206,60,22,05/16/2020 03:46:44 PM,Agree,Agree
09/06/2020,WY,"4,032","3,425",607,26,-13,42,42,0,0,0,09/07/2020 01:37:36 PM,Agree,Agree
05/24/2020,KS,"8,958","8,958",0,0,0,185,,,0,0,05/25/2020 02:12:49 PM,Agree,N/A
02/08/2020,OK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/21/2020,SD,"1,754",,,69,0,8,8,0,1,0,04/21/2020 04:22:39 PM,N/A,Agree
06/09/2020,WI,"21,308","21,308",0,270,0,661,661,0,15,0,06/10/2020 08:56:25 PM,Agree,Agree
02/02/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/23/2020,DC,137,,,21,,2,,,0,,03/26/2020 04:22:39 PM,,
12/03/2020,MO,"313,421",,,"8,051",0,"4,122",,,79,0,12/04/2020 03:00:59 PM,Not agree,Not agree
03/05/2020,MS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/15/2021,MN,"474,169",,,602,55,"6,446","6,113",333,2,0,02/16/2021 02:53:06 PM,N/A,Agree
08/30/2020,GA,"279,049","267,031","12,018","1,361",81,"5,604","5,604",0,28,0,08/31/2020 10:05:56 AM,Agree,Agree
10/22/2020,IN,"155,246",,,"2,850",0,"4,065","3,831",234,42,1,10/23/2020 01:44:31 PM,Not agree,Agree
12/04/2020,PA,"398,600","369,511","29,089","11,763",877,"11,113",,,169,-106,12/05/2020 02:29:17 PM,Agree,Not agree
10/29/2020,VI,"1,353",,,0,0,21,,,0,0,10/30/2020 01:37:23 PM,,
05/18/2020,TN,"18,121","18,011",110,626,3,301,301,0,3,0,05/19/2020 03:45:23 PM,Agree,Agree
05/13/2020,CT,"34,855","32,878","1,977",522,105,"3,125","2,393",732,84,18,05/14/2020 05:25:44 PM,Agree,Agree
02/14/2021,NV,"288,348",,,512,0,"4,709",,,15,0,02/15/2021 02:46:24 PM,,
03/09/2020,AR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
12/26/2020,NYC,"414,399","367,877","46,522","3,116",712,"24,973","20,181","4,792",42,12,12/27/2020 02:44:47 PM,Agree,Agree
11/03/2020,VA,"185,837","171,427","14,410","1,157",308,"3,677","3,416",261,11,3,11/04/2020 03:03:00 PM,Agree,Agree
02/26/2020,SD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
12/14/2020,MI,"472,780","437,985","34,795","7,621",416,"11,289","10,752",537,94,4,12/15/2020 02:39:02 PM,Agree,Agree
08/07/2020,LA,"128,746",,,"1,500",0,"4,207","4,089",118,61,0,08/08/2020 02:58:44 PM,Not agree,Agree
04/04/2020,OH,"3,739",,,427,,102,,,11,,04/03/2020 04:22:39 PM,Agree,Agree
09/29/2020,OK,"92,457","82,453","10,004","1,029",195,"1,023","1,008",15,11,0,09/30/2020 02:17:41 PM,Agree,Agree
02/15/2021,PR,"98,317","90,881","7,436",480,28,"1,924","1,626",298,4,1,02/16/2021 02:53:06 PM,Agree,Agree
11/18/2020,AK,"24,419",,,545,0,99,,,0,0,11/19/2020 03:01:36 PM,N/A,N/A
11/24/2020,NM,"86,247",,,"2,099",0,"1,428",,,28,0,11/25/2020 02:53:15 PM,N/A,Not agree
01/14/2021,OK,"352,900","279,142","73,758","3,347",901,"2,935","2,702",233,43,5,01/15/2021 02:46:04 PM,Agree,Agree
02/29/2020,ND,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
08/02/2020,CA,"509,162",,,"9,032",0,"9,356",,,132,0,08/03/2020 02:31:01 PM,Not agree,Not agree
08/31/2020,GU,"1,447",,,52,0,13,,,3,0,09/01/2020 02:09:34 PM,Not agree,Not agree
03/07/2020,VA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/08/2020,IL,"73,760","73,760",0,"2,887",0,"3,241","3,241",0,130,0,05/09/2020 09:26:08 PM,Agree,Agree
12/24/2020,WI,"503,706","466,393","37,313","3,263",464,"5,019","4,674",345,66,6,12/25/2020 02:25:34 PM,Agree,Agree
06/17/2020,VA,"56,238","53,769","2,469",463,12,"1,586","1,482",104,3,-1,06/18/2020 05:16:14 PM,Agree,Agree
02/19/2020,AK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,N/A
05/23/2020,WY,813,615,198,10,3,12,12,0,0,0,05/24/2020 02:15:55 PM,Agree,Agree
07/17/2020,TX,"307,572",,,"14,916",0,"3,735",,,174,0,07/18/2020 04:14:26 PM,Not agree,Not agree
12/01/2020,WV,"48,818","41,561","7,257",976,262,758,,,23,2,12/02/2020 03:48:48 PM,Agree,Not agree
01/28/2020,ID,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/09/2020,MI,"96,726","87,403","9,323",535,21,"6,519","6,249",270,-1,0,08/10/2020 02:23:35 PM,Agree,Agree
03/12/2020,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
02/07/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
10/02/2020,CT,"58,297","55,862","2,435",555,-1,"4,513","3,614",899,2,1,10/03/2020 01:39:53 PM,Agree,Agree
02/20/2020,OR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/06/2020,PW,0,,,0,0,0,,,0,0,07/07/2020 02:58:02 PM,,
03/04/2020,KY,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/30/2020,AS,0,,,0,0,0,,,0,0,05/01/2020 09:00:19 PM,,
01/25/2020,UT,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/16/2021,RMI,4,4,0,0,0,0,0,0,0,0,02/17/2021 02:51:58 PM,Agree,Agree
07/03/2020,DC,"10,435",,,45,0,555,,,1,0,07/04/2020 03:30:31 PM,,
10/11/2020,KS,"65,807","61,856","3,951",0,0,763,,,0,0,10/12/2020 02:07:08 PM,Agree,N/A
11/17/2020,AZ,"279,896","272,312","7,584","2,984",129,"6,312","5,855",457,10,1,11/18/2020 02:57:46 PM,Agree,Agree
05/06/2020,FL,"38,002",,,563,0,"1,539",,,68,0,05/07/2020 10:59:02 PM,Not agree,Not agree
09/08/2020,OR,"28,355","26,988","1,367",165,60,486,473,13,4,1,09/09/2020 01:47:50 PM,Agree,Agree
08/01/2020,MN,"55,947",,,759,0,"1,654","1,614",40,8,0,08/02/2020 02:54:37 PM,N/A,Agree
07/24/2020,NM,"18,475",,,312,0,601,,,5,-9,07/25/2020 05:40:06 PM,N/A,Not agree
05/28/2020,FL,"51,918",,,-716,0,"2,364",,,45,0,05/29/2020 02:19:55 PM,Not agree,Not agree
03/23/2020,VI,17,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
12/06/2020,IL,"787,573","787,573",0,"7,598",0,"14,116","13,255",861,99,23,12/07/2020 02:38:33 PM,Agree,Agree
02/09/2021,IL,"1,150,170","1,150,170",0,"2,082",0,"21,802","19,686","2,116",23,5,02/10/2021 02:52:16 PM,Agree,Agree
06/27/2020,AS,0,,,0,0,0,,,0,0,06/28/2020 02:59:02 PM,,
10/12/2020,OH,"170,179","160,321","9,858","1,430",68,"5,005","4,697",308,6,0,10/13/2020 01:29:38 PM,Agree,Agree
01/20/2021,TN,"694,291","593,314","100,977","4,483","1,768","8,556","7,134","1,422",86,34,01/21/2021 02:44:32 PM,Agree,Agree
04/18/2020,VA,"8,053",,,0,,258,,,27,,04/18/2020 04:22:39 PM,Agree,Agree
08/05/2020,NE,"27,489",,,311,0,335,,,3,0,08/06/2020 02:12:27 PM,Not agree,Not agree
09/22/2020,ME,"5,171","4,643",528,25,-1,140,139,1,0,0,09/23/2020 01:51:22 PM,Agree,Agree
02/22/2021,NE,"199,306",,,261,0,"2,050",,,3,0,02/23/2021 02:51:13 PM,Not agree,Not agree
02/27/2020,OK,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/27/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/21/2020,MA,"90,084","90,084",0,"1,114",0,"6,148","6,148",0,82,0,05/22/2020 03:31:45 PM,Agree,Agree
01/18/2021,NYC,"543,459","469,641","73,818","5,566","1,252","26,163","21,277","4,886",57,8,01/19/2021 02:37:00 PM,Agree,Agree
02/24/2020,MS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/21/2020,FL,"752,845",,,"2,106",688,"16,210",,,105,6,10/22/2020 01:34:46 PM,Not agree,Not agree
11/22/2020,RI,"48,001",,,0,0,"1,294",,,0,0,11/23/2020 03:04:35 PM,Not agree,N/A
04/27/2020,IN,"15,961",,,949,0,932,844,88,31,0,05/25/2020 03:38:40 PM,Not agree,Agree
03/12/2020,IA,16,,,2,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
07/28/2020,RI,"18,725",,,210,0,"1,005",,,1,0,07/29/2020 02:34:46 PM,Not agree,N/A
12/05/2020,VA,"255,053","223,379","31,674","3,880","1,011","4,200","3,822",378,3,0,12/06/2020 02:51:16 PM,Agree,Agree
10/07/2020,MT,"16,063","16,063",0,340,0,193,193,0,1,0,10/08/2020 01:56:57 PM,Agree,Agree
02/16/2021,VA,"555,592","439,674","115,918","2,284",886,"7,075","6,080",995,38,5,02/17/2021 02:51:58 PM,Agree,Agree
11/10/2020,WI,"293,812","278,843","14,969","7,432",359,"2,482","2,395",87,72,6,11/11/2020 03:15:25 PM,Agree,Agree
06/16/2020,TX,"93,206",,,"4,098",0,"2,029",,,46,0,06/17/2020 03:06:04 PM,Not agree,Not agree
12/11/2020,PR,"61,723","59,292","2,431",721,58,"1,266","1,023",243,17,2,12/12/2020 02:59:37 PM,Agree,Agree
07/21/2020,TN,"81,944","81,122",822,"2,190",38,871,840,31,24,0,07/22/2020 02:51:28 PM,Agree,Agree
07/14/2020,NV,"29,832",,,"1,088",-16,636,,,19,0,07/15/2020 03:05:12 PM,,
08/26/2020,AK,"4,895",,,52,0,37,,,1,0,08/27/2020 01:42:08 PM,N/A,N/A
11/04/2020,NY,"249,422",,,"1,331",0,"9,301",,,11,0,11/05/2020 02:39:23 PM,Not agree,Not agree
05/10/2020,IN,"24,126",,,394,0,"1,508","1,379",129,18,1,05/11/2020 09:26:08 PM,Not agree,Agree
12/20/2020,MP,116,116,0,1,0,2,2,0,0,0,12/21/2020 02:39:53 PM,Agree,Agree
05/05/2020,UT,"5,530","5,530",0,124,0,58,58,0,2,0,05/06/2020 04:23:08 PM,Agree,Agree
06/16/2020,VI,73,,,0,0,6,,,0,0,06/17/2020 03:06:04 PM,,
12/25/2020,PA,"597,560","539,519","58,041","7,174",594,"14,857",,,139,71,12/26/2020 02:34:18 PM,Agree,Not agree
11/07/2020,WI,"277,503","263,130","14,373","7,521",456,"2,381","2,301",80,48,3,11/08/2020 02:40:34 PM,Agree,Agree
08/23/2020,VA,"113,630","108,767","4,863","1,558",59,"2,471","2,352",119,28,0,08/24/2020 01:54:34 PM,Agree,Agree
07/11/2020,PA,"95,266","92,552","2,714",577,26,"6,904",,,7,4,07/12/2020 03:13:57 PM,Agree,Not agree
04/03/2020,NV,"1,514",,,56,,43,,,5,,04/03/2020 04:22:39 PM,,
05/18/2020,NY,"158,141",,,613,0,"7,496",,,48,0,05/19/2020 03:45:23 PM,Not agree,Not agree
01/16/2021,PA,"761,777","672,439","89,338","7,166","1,248","19,188",,,231,-23,01/17/2021 10:28:30 AM,Agree,Not agree
03/05/2020,WI,1,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
10/14/2020,KS,"69,155","65,204","3,951","1,293",0,838,,,67,0,10/15/2020 01:30:46 PM,Agree,N/A
05/26/2020,PR,"3,324","1,241","2,083",64,63,129,61,68,0,0,05/27/2020 03:37:59 PM,Agree,Agree
05/17/2020,SC,"8,871","8,871",0,307,0,401,,,7,0,02/08/2021 12:00:00 AM,Agree,Not agree
01/23/2021,ND,"96,817","92,750","4,067",97,23,"1,411",,,0,0,01/24/2021 02:36:49 PM,Agree,Not agree
09/23/2020,ID,"38,743","35,363","3,380",396,138,454,416,38,3,0,09/24/2020 01:54:02 PM,Agree,Agree
03/21/2020,SC,165,165,0,48,0,2,,,2,0,02/08/2021 12:00:00 AM,Agree,Not agree
06/25/2020,CT,"45,994","44,018","1,976",81,17,"4,298","3,434",864,11,0,06/26/2020 07:18:27 PM,Agree,Agree
07/04/2020,RI,"16,991",,,0,0,960,,,0,0,07/05/2020 03:00:14 PM,Not agree,N/A
01/11/2021,IA,"297,301",,,821,343,"4,139",,,1,1,01/12/2021 02:48:35 PM,Not agree,Not agree
09/14/2020,CO,"61,699","57,453","4,246",375,21,"1,990","1,639",351,2,0,09/15/2020 02:03:59 PM,Agree,Agree
06/05/2020,MI,"63,539","58,525","5,014","5,298","5,014","5,855","5,616",239,270,239,06/06/2020 02:31:37 PM,Agree,Agree
09/06/2020,PW,0,,,0,0,0,,,0,0,09/07/2020 01:37:36 PM,,
12/01/2020,AL,"252,900","210,037","42,863","3,376","1,362","3,638","3,280",358,60,26,12/02/2020 03:48:48 PM,Agree,Agree
05/13/2020,NE,"9,075",,,383,0,107,,,4,0,05/14/2020 05:25:44 PM,Not agree,Not agree
03/07/2020,ME,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/02/2020,RMI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/08/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
09/18/2020,SD,"18,075",,,389,0,198,196,2,5,0,09/19/2020 02:00:26 PM,N/A,Agree
09/23/2020,MN,"92,100",,,0,0,"2,037","1,985",52,0,0,09/24/2020 01:54:02 PM,N/A,Agree
02/20/2021,IL,"1,172,824","1,172,824",0,"1,922",0,"22,426","20,234","2,192",58,16,02/21/2021 02:57:50 PM,Agree,Agree
12/29/2020,MP,122,122,0,0,0,2,2,0,0,0,12/30/2020 02:56:20 PM,Agree,Agree
08/18/2020,CA,"632,667",,,"4,636",0,"11,342",,,100,0,08/19/2020 02:23:51 PM,Not agree,Not agree
09/12/2020,OH,"136,568","129,453","7,115","1,242",86,"4,411","4,118",293,8,0,09/13/2020 04:17:15 PM,Agree,Agree
12/01/2020,GA,"476,405","424,929","51,476","4,842","2,046","9,515","8,798",717,63,43,12/02/2020 03:48:48 PM,Agree,Agree
03/20/2020,CO,363,,,86,,4,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
02/06/2021,MN,"467,217",,,993,163,"6,357","6,028",329,16,2,02/07/2021 02:46:31 PM,N/A,Agree
10/31/2020,CT,"71,207","67,519","3,688",0,0,"4,616","3,708",908,0,0,11/01/2020 03:03:08 PM,Agree,Agree
02/14/2020,MD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
08/13/2020,NV,"58,856",,,586,-16,"1,058",,,34,0,08/14/2020 02:30:03 PM,,
06/05/2020,MA,"102,557","98,796","3,761",494,74,"7,235","7,097",138,34,-1,06/06/2020 02:31:37 PM,Agree,Agree
09/28/2020,ND,"21,402","21,402",0,419,0,239,,,5,0,09/29/2020 01:50:42 PM,Agree,Not agree
08/19/2020,TX,"557,256",,,"7,024",0,"10,559",,,309,0,08/20/2020 03:11:45 PM,Not agree,Not agree
10/30/2020,RI,"32,874",,,562,0,"1,201",,,6,0,10/31/2020 01:30:31 PM,Not agree,N/A
12/17/2020,IA,"262,558",,,"1,779",389,"3,451",,,97,97,12/18/2020 02:45:01 PM,Not agree,Not agree
03/19/2020,MO,28,,,4,,1,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
08/22/2020,CO,"54,883","51,258","3,625",297,6,"1,918","1,573",345,8,1,08/23/2020 02:15:28 PM,Agree,Agree
07/28/2020,NE,"25,157",,,268,0,321,,,4,0,07/29/2020 02:34:46 PM,Not agree,Not agree
02/22/2020,VA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
12/01/2020,SC,"220,622","205,200","15,422","1,546",175,"4,524",,,23,2,02/08/2021 12:00:00 AM,Agree,Not agree
02/07/2021,NJ,"722,167","645,011","77,156","4,332",408,"21,989","19,802","2,187",25,0,02/08/2021 02:53:12 PM,Agree,Agree
11/24/2020,LA,"224,403",,,"3,243","1,123","6,323","6,072",251,39,6,11/25/2020 02:53:15 PM,Not agree,Agree
09/05/2020,CA,"727,239",,,"4,956",0,"13,643",,,153,0,09/06/2020 02:09:04 PM,Not agree,Not agree
10/19/2020,VA,"167,754","157,213","10,541",926,152,"3,485","3,236",249,28,1,10/20/2020 02:59:27 PM,Agree,Agree
04/15/2020,MS,"3,624",,,264,,129,,,7,,04/15/2020 04:22:39 PM,Agree,Agree
09/11/2020,FL,"650,922",,,"3,604",390,"12,502",,,176,4,09/12/2020 02:12:43 PM,Not agree,Not agree
05/02/2020,NV,"5,311",,,84,0,257,,,3,0,05/03/2020 03:36:03 PM,,
04/13/2020,TN,"5,610",,,302,,109,,,8,,04/12/2020 04:22:39 PM,Agree,Agree
10/18/2020,AL,"172,626","151,527","21,099",964,133,"2,788","2,620",168,0,0,10/19/2020 02:06:44 PM,Agree,Agree
09/04/2020,PW,0,,,0,0,0,,,0,0,09/05/2020 02:09:45 PM,,
01/28/2021,MI,"606,488","556,109","50,379","2,255",383,"15,402","14,491",911,88,8,01/29/2021 02:42:19 PM,Agree,Agree
07/20/2020,NJ,"178,782",,,241,61,"15,715","13,741","1,974",9,0,02/19/2021 01:38:31 PM,Not agree,Agree
04/13/2020,AR,"1,410",,,103,,30,,,1,,04/12/2020 04:22:39 PM,Not agree,Not agree
09/09/2020,WV,"11,808","11,564",244,147,31,254,,,4,0,09/10/2020 02:02:53 PM,Agree,Not agree
08/29/2020,MS,"82,029","78,445","3,584",735,112,"2,427","2,281",146,14,2,08/30/2020 02:49:52 PM,Agree,Agree
11/18/2020,KS,"128,594","112,461","16,133","5,853","1,416","1,326",,,60,3,11/19/2020 03:01:36 PM,Agree,N/A
10/23/2020,GA,"372,888","346,543","26,345","2,841",608,"7,766","7,766",0,37,0,10/24/2020 09:26:44 AM,Agree,Agree
11/04/2020,NV,"104,093",,,"1,068",0,"1,814",,,7,0,11/05/2020 02:39:23 PM,,
07/22/2020,DC,"11,529",,,102,0,580,,,0,0,07/23/2020 02:48:19 PM,,
06/25/2020,MP,30,30,0,0,0,2,2,0,0,0,06/26/2020 07:18:27 PM,Agree,Agree
09/19/2020,PR,"41,838","20,069","21,769",845,583,608,438,170,3,0,09/20/2020 01:53:10 PM,Agree,Agree
01/07/2021,IL,"1,008,045","1,008,045",0,"8,757",0,"18,941","17,272","1,669",206,30,01/08/2021 03:56:01 PM,Agree,Agree
01/30/2021,WI,"590,997","541,408","49,589","1,613",120,"6,430","5,893",537,40,7,01/31/2021 02:48:12 PM,Agree,Agree
08/16/2020,PW,0,,,0,0,0,,,0,0,08/17/2020 02:26:31 PM,,
12/16/2020,PR,"64,751","61,783","2,968","1,065",74,"1,323","1,086",237,11,2,12/17/2020 02:33:42 PM,Agree,Agree
01/28/2020,AL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/11/2020,PR,"2,256","2,256",0,58,0,113,57,56,2,2,05/12/2020 05:26:08 PM,Agree,Agree
12/16/2020,IA,"260,779",,,"2,180",650,"3,354",,,14,14,12/17/2020 02:33:42 PM,Not agree,Not agree
06/20/2020,ME,"2,938","2,610",328,0,0,102,102,0,0,-1,06/21/2020 02:32:57 PM,Agree,Agree
02/08/2020,MD,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
11/16/2020,IL,"585,248","585,248",0,"11,632",0,"11,204","10,779",425,42,5,11/17/2020 02:52:47 PM,Agree,Agree
04/24/2020,ID,"1,870","1,750",120,34,5,54,54,0,0,-18,05/25/2020 03:38:40 PM,Agree,Agree
05/07/2020,KY,"6,129","6,129",0,195,0,294,294,0,11,0,05/08/2020 09:26:08 PM,Agree,Agree
02/03/2020,MN,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
07/26/2020,ME,"3,832","3,422",410,18,4,119,118,1,0,0,07/27/2020 02:16:42 PM,Agree,Agree
03/29/2020,AZ,919,,,146,,17,,,2,,03/28/2020 04:22:39 PM,Agree,Agree
04/09/2020,NH,819,,,31,,21,,,3,,04/08/2020 04:22:39 PM,Not agree,Not agree
04/21/2020,IA,"3,641",,,482,0,83,,,4,0,04/21/2020 04:22:39 PM,Not agree,Not agree
03/16/2020,SD,10,,,1,,1,,,0,,03/26/2020 04:22:39 PM,N/A,Agree
